County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
JUNIATA,DOLGENCORP LLC,DOLLAR GENERAL STORE #17159,17049,US,34**1992,Cig/OTP Retail,02/28/2023,"30609 RT 35 N
MCALISTERVILLE, PA 17049
(40.630125, -77.28161)"
MONTGOMERY,GOOSE ENTERPRISES INC,GOOSES TOBACCO OUTLET & CAFE,19468-1764,US,46**9838,Cig/OTP Retail,02/28/2023,"SUNSET CENTER
LIMERICK, PA 19468-1764"
DELAWARE,PRRC INC,PRICERITE OF SECANE,19018-2919,US,23**9063,Cig/OTP Retail,02/28/2023,"923-925 PROVIDENCE ROAD
SECANE, PA 19018-2919
(39.917861, -75.301581)"
FAYETTE,DOLGENCORP LLC,DOLLAR GENERAL STORE #21823,15474,US,26**2531,Cig/OTP Retail,02/28/2023,"4833 MORGANTOWN RD
SPRINGHILL TOWNSHIP, PA 15474
(39.755218, -79.877454)"
BEAVER,DOLGENCORP LLC,DOLLAR GENERAL STORE #3315,15001-4672,US,04**6064,Cig/OTP Retail,02/28/2023,"2100 BRODHEAD RD
ALIQUIPPA, PA 15001-4672
(40.572784, -80.25527)"
CLEARFIELD,PUFF SUPER VALUE INC,PUFF SUPER VALUE,16651-1764,US,17**5537,Cig/OTP Retail,02/28/2023,"677 SPRING ST
HOUTZDALE, PA 16651-1764
(40.827463, -78.341316)"
ADAMS,TOBACCO HUT LITTLESTOWN INC,TOBACCO HUT LITTLESTOWN INC,17340,US,01**4670,Cig/OTP Retail,02/28/2023,"410 W KING STREET
LITTLESTOWN, PA 17340
(39.742937, -77.096767)"
BUCKS,VAPOR FUNKY MONKEY LLC,VAPOR FUNKY MONKEY LLC,19127,US,09**2203,OTP Retail,02/28/2023,"4221 MAIN STREET
PHILADELPHIA, PA 19127
(40.024084, -75.220711)"
FRANKLIN,DOLGENCORP LLC,DOLLAR GENERAL STORE #316,17202-1954,US,28**5980,Cig/OTP Retail,02/28/2023,"944 LINCOLN WAY W
CHAMBERSBURG, PA 17202-1954
(39.935813, -77.685087)"
WARREN,DOLGENCORP LLC,DOLLAR GENERAL STORE #16134,16313,US,62**9208,Cig/OTP Retail,02/28/2023,"15455 ROUTE 6
CLARENDON, PA 16313"
PHILADELPHIA,SANCHEZ FOOD MARKET LLC,SANCHEZ DOOD MARKET LLC,19132,US,51**5183,Cig/OTP Retail,02/28/2023,"2300 N 25TH ST
PHILADELPHIA, PA 19132
(39.990233, -75.173638)"
MONTGOMERY,NEFF MERION ENTERPRISES INC,BABIS PHARMACY,19066,US,46**5175,Cig/OTP Retail,02/28/2023,"338 MONTGOMERY AVE
MERION STATION, PA 19066
(40.00574, -75.243735)"
INDIANA,DOLGENCORP LLC,DOLGENCORP LLC #2679,15728-1174,US,32**6049,Cig/OTP Retail,02/28/2023,"425 FRANKLIN ST
CLYMER, PA 15728-1174
(40.669966, -79.009843)"
VENANGO,HARPER OIL CO,NANCYS COUNTRY STORE,16317,US,61**2876,Cig/OTP Retail,02/28/2023,"1777 MAIN ST
COOPERSTOWN, PA 16317
(41.496146, -79.87026)"
LYCOMING,DOLGENCORP LLC,DOLLAR GENERAL STORE #6461,17740-1406,US,41**6147,Cig/OTP Retail,02/28/2023,"336 ALLEGHENY ST
JERSEY SHORE, PA 17740-1406
(41.20312, -77.257569)"
JUNIATA,DOLGENCORP LLC,DOLLAR GENERAL 15952,17094,US,34**9856,Cig/OTP Retail,02/28/2023,"23 WERT DR
THOMPSONTOWN, PA 17094"
TIOGA,DOLGENCORP LLC,DOLLAR GENERAL STORE #19528,16950,US,59**5682,OTP Retail,02/28/2023,"346 EAST MAIN STREET
WESTFIELD, PA 16950
(41.920913, -77.534338)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL STORE #17819,16101,US,37**4535,Retail,02/28/2023,"2330 HARLANSBURG RD
NEW CASTLE, PA 16101
(41.012731, -80.271081)"
PHILADELPHIA,VESTURE GROUP LLC,VESTURE GROUP LLC,19144-2034,US,51**1583,Retail,02/28/2023,"6240 GERMANTOWN AVE
PHILADELPHIA, PA 19144-2034
(40.042571, -75.180361)"
GREENE,BFS FOODS INC,BFS FOODS INC #32,15349,US,70**4001,Cig/OTP Retail,02/28/2023,"EXIT 1 I-79
MT MORRIS, PA 15349"
DAUPHIN,PUFF SUPER VALUE INC,PUFF SUPER VALUE 08,17057-2725,US,22**5183,Cig/OTP Retail,02/28/2023,"428 E MAIN ST
MIDDLETOWN, PA 17057-2725
(40.20134, -76.723381)"
WYOMING,DOLGENCORP LLC,DOLLAR GENERAL STORE #16685,18657,US,66**2039,Cig/OTP Retail,02/28/2023,"2520 SR 29 S
MONROE TOWNSHIP, PA 18657
(41.438613, -76.02133)"
BUCKS,DOLGENCORP LLC,DOLLAR GENERAL #19275,19067,US,09**4703,Retail,02/28/2023,"332 WEST TRENTON AVE
MORRISVILLE, PA 19067
(40.210557, -74.795844)"
CLARION,VOGELBACHER SERVICE STATION LLC,VOGELBACHER SERVICE STATION LLC,16235,US,16**2777,OTP Retail,02/28/2023,"27501 ROUTE 66
LUCINDA, PA 16235
(41.312216, -79.365644)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #8779,15068-2805,US,65**6368,Cig/OTP Retail,02/28/2023,"3247 LEECHBURG RD
LOWER BURRELL, PA 15068-2805
(40.584894, -79.707523)"
FRANKLIN,DOLGENCORP LLC,DOLLAR GENERAL STORE #12688,17222-1172,US,28**6393,Cig/OTP Retail,02/28/2023,"6139 LINCOLN WAY E
FAYETTEVILLE, PA 17222-1172
(39.906738, -77.533848)"
PHILADELPHIA,DOLGENCORP LLC,DOLLAR GENERAL STORE # 14790,19123-1216,US,51**8137,Cig/OTP Retail,02/28/2023,"901 W GIRARD AVE
PHILADELPHIA, PA 19123-1216
(39.970508, -75.151442)"
ADAMS,DOLGENCORP LLC,DOLLAR GENERAL STORE # 19412,17960,US,01**7549,Retail,02/28/2023,"1005 SUMMER VALLEY RD
NEW RINGGOLD, PA 17960
(40.683037, -76.014254)"
BUTLER,DOLGENCORP LLC,DOLLAR GENERAL # 16803,16057,US,10**3892,Retail,02/28/2023,"2620 WILLIAM FLYNN HWY
SLIPPERY ROCK, PA 16057
(40.987189, -79.978899)"
CRAWFORD,DOLGENCORP LLC,DOLLAR GENERAL STORE #6289,16403-1410,US,20**6142,Cig/OTP Retail,02/28/2023,"742 VENANGO AVE
CAMBRIDGE SPRINGS, PA 16403-1410
(41.799018, -80.069826)"
SCHUYLKILL,DOLGENCORP LLC,DOLLAR GENERAL STORE #4624,17901-4211,US,54**6112,Cig/OTP Retail,02/28/2023,"6116 CRESSONA MALL
POTTSVILLE, PA 17901-4211
(40.640119, -76.18709)"
BERKS,JOSE PAULINO PENA,PAULINO'S DELI &GROCERY,19604,US,06**4204,Cig/OTP Retail,02/28/2023,"555 N 9TH ST
READING, PA 19604
(40.34427, -75.919824)"
MONTGOMERY,ELLIOTS VENDING CO INC,PEPPERS,19406-2393,US,46**3444,Vending,02/28/2023,"239 TOWN CENTER RD STE 3
KING OF PRUSSIA, PA 19406-2393
(40.095657, -75.368584)"
WASHINGTON,DOLGENCORP LLC,DOLLAR GENERAL STORE #6675,15342-1429,US,63**6155,Cig/OTP Retail,02/28/2023,"124 W PIKE ST
HOUSTON, PA 15342-1429
(40.248447, -80.210704)"
PHILADELPHIA,KRISHNA DISTRIBUTOR INC,"189 FRANKLIN MILLS BLVD., PHILADELP",19154,US,51**1420,OTP Retail,02/28/2023,"189 FRANKLIN MILLS BLVD
PHILADELPHIA, PA 19154
(40.091223, -74.965358)"
MONTGOMERY,ELLIOTS VENDING CO INC,SCREWBALLS,19406,US,46**3444,Vending,02/28/2023,"208 W BEIDLER RD STE 3
KING OF PRUSSIA, PA 19406
(40.11201, -75.380443)"
LEBANON,DOLGENCORP LLC,DOLLAR GENERAL #19501,17046,US,38**7190,Retail,02/28/2023,"950 CHURCH ST
LEBANON, PA 17046
(40.344466, -76.428056)"
ADAMS,DOLGENCORP LLC,DOLLAR GENERAL STORE #15114,15613-1534,US,01**8571,Cig/OTP Retail,02/28/2023,"4215 ROUTE 66
APOLLO, PA 15613-1534
(40.532166, -79.596104)"
DELAWARE,DOOPOLE II INC,DOOPOLE II INC,19013,US,23**2630,Retail,02/28/2023,"6 EAST 21ST STREET
CHESTER, PA 19013
(39.863589, -75.366893)"
BEDFORD,DOLGENCORP LLC,DOLLAR GENERAL STORE 698,15545-7132,US,05**5996,Cig/OTP Retail,02/28/2023,"4064 CENTER ST
HYNDMAN, PA 15545-7132
(39.821335, -78.720739)"
ADAMS,DOLGENCORP LLC,DOLLAR GENERAL STORE #19633,16242,US,01**7847,Retail,02/28/2023,"3245 STATE ROUTE 28/66
NEW BETHLEHEM, PA 16242"
CLARION,BLACK BEAR WELLNESS LIMITED LIABILITY CO,BLACK BEAR WELLNESS - CLARION,16214,US,16**4707,OTP Retail Itinerant,02/28/2023,"400 MAIN ST.
CLARION, PA 16214
(41.215383, -79.387308)"
LUZERNE,DOLGENCORP LLC,DOLLAR GENERAL STORE 20451,18634,US,40**0111,Cig/OTP Retail,02/28/2023,"443 W MAIN ST
NANTICOKE, PA 18634
(41.197831, -76.011641)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL #18023,16116,US,25**4683,OTP Retail,02/28/2023,"4110 W STATE ST
EDINBURG, PA 16116
(41.007593, -80.461954)"
BLAIR,DOLGENCORP LLC,DOLLAR GENERAL STORE 22455,16686,US,07**4089,Cig/OTP Retail,02/28/2023,"6823 TYRONE PIKE
TYRONE, PA 16686
(40.729399, -78.189981)"
WESTMORELAND,"ATTILIO S&C, LLC",TRAFFORD LUCKY LOTTO,15085,US,65**4754,Cig/OTP Retail,02/28/2023,"308 5TH ST
TRAFFORD, PA 15085
(40.386019, -79.760926)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL STORE # 15290,16504,US,25**8136,Cig/OTP Retail,02/28/2023,"406 E 26TH ST
ERIE, PA 16504
(42.115208, -80.064717)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL STORE 1335,16503-1526,US,25**6011,Cig/OTP Retail,02/28/2023,"714 EAST AVE
ERIE, PA 16503-1526
(42.136236, -80.062055)"
LEHIGH,DOLGENCORP LLC,DOLLAR GENERAL STORE #13905,18103,US,39**6978,Cig/OTP Retail,02/28/2023,"2306 28TH STREET SW
ALLENTOWN, PA 18103
(40.561189, -75.478285)"
WAYNE,ZEE STAR INC.,ZEE STAR INC. DBA ZEE WHOLESALE,48150,US,64**8393,OTP Wholesale,02/28/2023,"13405 STARK ROAD
LIVONIA, MI 48150
(42.38085, -83.378357)"
MONROE,DOLGENCORP LLC,DOLLAR GENERAL STORE 19872,18302,US,45**3415,Cig/OTP Retail,02/28/2023,"5157 MILFORD RD
EAST STROUDSBURG, PA 18302
(41.056891, -75.088055)"
LACKAWANNA,DOLGENCORP LLC,DOLLAR GENERAL STORE #9380,18452,US,35**6200,Cig/OTP Retail,02/28/2023,"1535 MAIN ST
PECKVILLE, PA 18452
(41.478805, -75.599243)"
PHILADELPHIA,COUSIN'S FRESH MARKET 2 INC.,COUSIN S FRESH MARKET 2 INC,19131-4255,US,51**6996,Cig/OTP Retail,02/28/2023,"5429 W GIRARD AVE
PHILA, PA 19131-4255
(39.970961, -75.230131)"
NORTHAMPTON,DOLGENCORP LLC,DOLLAR GENERAL #19889,18067,US,48**7280,Retail,02/28/2023,"2016 MAIN ST
NORTHAMPTON, PA 18067
(40.690009, -75.498991)"
MERCER,DOLGENCORP LLC,DOLLAR GENERAL #17753,16133,US,43**4742,OTP Retail,02/28/2023,"1118 FRANKLIN ROAD
JACKSON CENTER, PA 16133
(41.270047, -80.148122)"
MONTGOMERY,ELLIOTS VENDING CO INC,DEPOT BAR,19405-1479,US,46**3444,Vending,02/28/2023,"300 DEPOT ST APT 3
BRIDGEPORT, PA 19405-1479
(40.10593, -75.34162)"
MONTGOMERY,"KT JAY DELI, INC",KT JAY DELI INC,19027,US,46**1419,OTP Retail,02/28/2023,"1915 W. CHELTENHAM AVE
ELKINS PARK, PA 19027
(40.068164, -75.147655)"
TIOGA,DOLGENCORP LLC,DOLLAR GENERAL STORE #9643,16912-1137,US,59**6213,Cig/OTP Retail,02/28/2023,"1A RIVERSIDE PLZ
BLOSSBURG, PA 16912-1137
(41.678944, -77.065862)"
LANCASTER,DOLGENCORP LLC,DOLLAR GENERAL STORE #154,17602-2609,US,36**5973,Cig/OTP Retail,02/28/2023,"1649 LINCOLN HWY E
LANCASTER, PA 17602-2609
(40.037596, -76.267011)"
PHILADELPHIA,LUZERNE FOOD MARKET INC,LUZERNE FOOD MARKET INC,19124,US,51**2873,Retail,02/28/2023,"1126 E LUZERNE STREET
PHILADELPHIA, PA 19124
(40.008094, -75.105708)"
MONTGOMERY,DOLGENCORP LLC,DOLLAR GENERAL STORE 20919,19464,US,46**0249,Cig/OTP Retail,02/28/2023,"1432 EAST HIGH STREET
POTTSTOWN, PA 19464
(40.243449, -75.617846)"
PHILADELPHIA,VESTURE GROUP LLC,SUNOCO A PLUS,19144,US,51**5728,OTP Retail,02/28/2023,"6240 GERMANTOWN AVE
PHILADELPHIA, PA 19144
(40.042571, -75.180361)"
MONTGOMERY,MOTI FUELS LLC,NORTH WALES LUKOIL,19454,US,46**5544,Cig/OTP Retail,02/28/2023,"913 BETHLEHEM PIKE
NORTH WALES, PA 19454
(40.235009, -75.23982)"
PERRY,DOLGENCORP LLC,DOLLAR GENERAL STORE #8311,17090-8317,US,50**6338,Cig/OTP Retail,02/28/2023,"5001 SPRING RD
SHERMANS DALE, PA 17090-8317
(40.310973, -77.152777)"
ALLEGHENY,DOLGENCORP LLC,DOLLAR GENERAL #19007,15210,US,02**5126,Retail,02/28/2023,"700 E WARRINGTON AVE
PITTSBURGH, PA 15210
(40.421765, -79.995632)"
PHILADELPHIA,2661 LCE INC,2661 LCE INC,19142-2111,US,51**1751,Retail,02/28/2023,"2661 S 69TH ST
PHILADELPHIA, PA 19142-2111
(39.915964, -75.233424)"
CLARION,DOLGENCORP LLC,DOLLAR GENERAL #18812,16214,US,16**6920,OTP Retail,02/28/2023,"10728 ROUTE 66
CLARION, PA 16214
(41.147736, -79.326007)"
BERKS,DOLGENCORP LLC,DOLGENCORP LLC 15282,19507-9710,US,06**8980,Cig/OTP Retail,02/28/2023,"8265 LANCASTER AVE
BETHEL, PA 19507-9710
(40.460666, -76.286567)"
LANCASTER,DOLGENCORP LLC,DOLLAR GENERAL STORE #2409,17557-1118,US,36**6040,Cig/OTP Retail,02/28/2023,"419 W MAIN ST
NEW HOLLAND, PA 17557-1118
(40.099623, -76.099233)"
YORK,DOLGENCORP LLC,DOLLAR GENERAL #16877,17309,US,67**5037,OTP Retail,02/28/2023,"2617 DELTA ROAD
BROGUE, PA 17309
(39.862085, -76.462243)"
SCHUYLKILL,L D B INTERSTATE CORP,LDB INTERSTATE CORP,17963-9273,US,54**6542,Retail,02/28/2023,"418 SUEDBERG ROAD
PINE GROVE, PA 17963-9273
(40.535098, -76.425508)"
SCHUYLKILL,DOLGENCORP LLC,DOLLAR GENERAL STORE # 14547,18237,US,54**7798,Cig/OTP Retail,02/28/2023,"410 S HANCOCK ST
MCADOO, PA 18237
(40.897504, -75.995904)"
SOMERSET,DOLGENCORP LLC,DOLLAR GENERAL STORE #8127,15530,US,56**6330,Cig/OTP Retail,02/28/2023,"3533 BERLIN PLANK RD
BROTHERS VALLEY TWP, PA 15530
(39.925606, -78.963201)"
WYOMING,DOLGENCORP LLC,DOLLAR GENERAL #18910,18657,US,66**8060,OTP Retail,02/28/2023,"5 ALDOVIN ROAD
TUNKHANNOCK, PA 18657
(41.621515, -75.942391)"
ALLEGHENY,MERVGATE INVESTMENT GROUP II LLC,CLAIRTON BEER,15025-2102,US,02**6207,Retail,02/28/2023,"112 ELM STREET
CLAIRTON, PA 15025-2102
(40.3088, -79.890845)"
LEHIGH,INDIAN CAFE INC,INDIAN CAFE INC,18102-2801,US,39**8297,Cig/OTP Retail,02/28/2023,"549 N 7TH ST
ALLENTOWN, PA 18102-2801
(40.61041, -75.475579)"
YORK,"MARKLE'S RT. 30 TOBACCO OUTLET PLUS, LLC",MARKLES RT 30 TOBACCO OUTLET PLUS L,17301-8935,US,67**6717,Cig/OTP Retail,02/28/2023,"7444 LINCOLN HWY
ABBOTTSTOWN, PA 17301-8935
(39.895473, -76.956193)"
BRADFORD,DOLGENCORP LLC,DOLLAR GENERAL STORE #7778,18840-9252,US,08**6261,Cig/OTP Retail,02/28/2023,"1625 ELMIRA ST
SAYRE, PA 18840-9252
(41.972274, -76.539594)"
ALLEGHENY,NATIONAL TOBACCO CO LP,JEAN CZEKAJ,26501,US,02**7668,OTP Retail Itinerant,02/28/2023,"115 REGAL DRIVE
MORGANTOWN, WV 26501
(39.704093, -80.032058)"
BLAIR,PUFF SUPER VALUE INC,PUFF SUPER VALUE 06,16686-1512,US,07**5181,Cig/OTP Retail,02/28/2023,"912 PENNSYLVANIA AVE STE 1
TYRONE, PA 16686-1512
(40.669092, -78.238949)"
MONTGOMERY,ELLIOTS VENDING CO INC,VILLAGE LODGER,19007,US,46**3444,Vending,02/28/2023,"RT 13 & BEAVER DAM
BRISTOL, PA 19007"
COLUMBIA,DOLGENCORP LLC,DOLLAR GENERAL STORE 20709,17815,US,19**1173,Cig/OTP Retail,02/28/2023,"3465 COLUMBIA BLVD
BLOOMSBURG, PA 17815
(41.018745, -76.386878)"
BUTLER,SHREE SHIVSHAKTI SERVICE INC,SHREE SHIVSHAKTI SERVICE INC,16063,US,10**2108,Cig/OTP Retail,02/28/2023,"517 SOUTH MAIN STREET
ZELIENOPLE, PA 16063
(40.786795, -80.135206)"
CLEARFIELD,DOLGENCORP LLC,DOLLAR GENERAL STORE #9356,15801-3406,US,17**6199,Cig/OTP Retail,02/28/2023,"1002 S BRADY ST
DU BOIS, PA 15801-3406
(41.10546, -78.771238)"
BRADFORD,DANDY MINI MARTS INC,DANDY MINI MART 61,16947-1465,US,70**1046,Cig/OTP Retail,02/28/2023,"450 CANTON ST
TROY, PA 16947-1465
(41.781137, -76.791613)"
DAUPHIN,TOBACCO HUT HARRISBURG 1 INC,TOBACCO HUT HARRISBURG 1 INC,17109,US,22**4649,Cig/OTP Retail,02/28/2023,"3725 WALNUT STREET
HARRISBURG, PA 17109
(40.289648, -76.835046)"
LYCOMING,DOLGENCORP LLC,DOLLAR GENERAL STORE 22874,17701,US,41**3652,Cig/OTP Retail,02/28/2023,"305 WASHINGTON BOULEVARD
WILLIAMSPORT, PA 17701
(41.247279, -76.997748)"
MCKEAN,DOLGENCORP LLC,DOLLAR GENERAL STORE #14894,16731-4417,US,42**8430,Cig/OTP Retail,02/28/2023,"15 MAIN ST
ELDRED, PA 16731-4417
(41.942207, -78.376104)"
CRAWFORD,DOLGENCORP LLC,DOLLAR GENERAL STORE 19881,16335,US,20**0103,Cig/OTP Retail,02/28/2023,"7735 MCHENRY ST
MEADVILLE, PA 16335
(41.61148, -80.151618)"
BUTLER,DOLGENCORP LLC,DOLLAR GENERAL #18994,16041,US,10**7189,OTP Retail,02/28/2023,"109 MAIN ST
KARNS CITY, PA 16041
(40.994204, -79.726167)"
WAYNE,DOLGENCORP LLC,DOLLAR GENERAL # 16301,18436,US,64**1827,Cig/OTP Retail,02/28/2023,"1440 LAKE ARIEL HWY
LAKE ARIEL, PA 18436
(41.454687, -75.379473)"
NORTHUMBERLAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #3455,17847-7510,US,49**6069,Cig/OTP Retail,02/28/2023,"5180 STATE ROUTE 405
MILTON, PA 17847-7510
(41.00024, -76.861954)"
LUZERNE,KEYSTONE TOBACCO INC,PUFF & SNUFF,18202-4301,US,40**0673,Cig/OTP Retail,02/28/2023,"13 N 4TH STREET
WEST HAZLETON, PA 18202-4301
(40.95853, -75.992138)"
BERKS,DOLGENCORP LLC,DOLLAR GENERAL STORE # 14593,19601-2950,US,06**7799,Cig/OTP Retail,02/28/2023,"219 BUTTONWOOD ST
READING, PA 19601-2950
(40.341671, -75.933044)"
ALLEGHENY,MERVGATE INVESTMENT GROUP II LLC,MERVGATE INVESTMENT GROUP II LLC,15025,US,02**6031,OTP Retail,02/28/2023,"112 ELM STREET
CLAIRTON, PA 15025
(40.3088, -79.890845)"
LEHIGH,DOLGENCORP LLC,DOLLAR GENERAL STORE #7666,18078-2259,US,39**6254,Cig/OTP Retail,02/28/2023,"5350 ROUTE 873
SCHNECKSVILLE, PA 18078-2259
(40.684341, -75.613403)"
VENANGO,DOLGENCORP LLC,DOLLAR GENERAL STORE # 19478,16323,US,61**7550,Retail,02/28/2023,"2525 PATCHEL RUN RD
FRANKLIN, PA 16323
(41.48679, -79.87042)"
MONTGOMERY,ELLIOTS VENDING CO INC,OLD VILLAGE INN,19543,US,46**3444,Vending,02/28/2023,"RT 10 & RT 23
MORGANTOWN, PA 19543"
ADAMS,DOLGENCORP LLC,DOLLAR GENERAL STORE #16039,18704,US,01**8885,Cig/OTP Retail,02/28/2023,"748 WYOMING AVE
KINGSTON, PA 18704
(41.273424, -75.884509)"
BRADFORD,DOLGENCORP LLC,DOLLAR GENERAL # 19599,18810,US,08**8043,Retail,02/28/2023,"29650 ROUTE 220
ATHENS, PA 18810"
FAYETTE,DOLGENCORP LLC,DOLLAR GENERAL STORE 20520,15401,US,26**0154,Cig/OTP Retail,02/28/2023,"100 DEARTH RD
UNIONTOWN, PA 15401"
BERKS,DOLGENCORP LLC,DOLLAR GENERAL STORE #3968,19543-9487,US,06**6083,Cig/OTP Retail,02/28/2023,"2846 MAIN ST STE 12
MORGANTOWN, PA 19543-9487
(40.15223, -75.90059)"
BLAIR,DOLGENCORP LLC,DOLLAR GENERAL #17914,16602,US,07**5425,OTP Retail,02/28/2023,"606 SOUTH TEMPLE LANE
ALTOONA, PA 16602
(40.539481, -78.355358)"
BUCKS,DOLGENCORP LLC,DOLLAR GENERAL STORE 22829,18942,US,09**4391,Cig/OTP Retail,02/28/2023,"4025 DURHAM RD
OTTSVILLE, PA 18942
(40.495761, -75.177853)"
ALLEGHENY,DOLGENCORP LLC,DOLLAR GENERAL STORE #8972,15221-2217,US,02**6179,Cig/OTP Retail,02/28/2023,"700 PENN AVE
WILKINSBURG, PA 15221-2217
(40.443628, -79.884597)"
PHILADELPHIA,YAHYAS CONVENIENCE STORE INC,"YAHYAS CONVENIENCE STORE, INC",19144,US,51**8318,Retail,02/28/2023,"800 E CHELTEN AVE
PHILADELPHIA, PA 19144
(40.045591, -75.1647)"
NORTHAMPTON,DOLGENCORP LLC,DOLLAR GENRAL STORE #8215,18055-1742,US,48**6333,Cig/OTP Retail,02/28/2023,"3 MAIN ST
HELLERTOWN, PA 18055-1742
(40.567133, -75.339611)"
MONTGOMERY,ELLIOTS VENDING CO INC,CROSSROADS MOTEL,19335-2546,US,46**3444,Vending,02/28/2023,"101 W LANCASTER AVE APT 3
DOWNINGTOWN, PA 19335-2546
(40.003686, -75.708448)"
ADAMS,DOLGENCORP LLC,DOLLAR GENERAL STORE #17192,17307,US,01**7078,OTP Retail,02/28/2023,"3612 CHAMBERSBURG ROAD
BIGLERVILLE, PA 17307
(39.887975, -77.34614)"
UNION,DOLGENCORP LLC,DOLLAR GENERAL #18185,17856,US,60**4846,Retail,02/28/2023,"980 OLD RTE 15
NEW COLUMBIA, PA 17856
(41.033809, -76.866372)"
YORK,COCOA HUT 102 INC,COCOA HUT 102 INC,17402-2621,US,67**6912,Cig/OTP Retail,02/28/2023,"3402 E MARKET ST
YORK, PA 17402-2621
(39.979533, -76.658838)"
WASHINGTON,DOLGENCORP LLC,DOLLAR GENERAL STORE #8758,15301-4401,US,63**6367,Cig/OTP Retail,02/28/2023,"710 JEFFERSON AVE
WASHINGTON, PA 15301-4401
(40.178218, -80.259361)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #18916,15672,US,65**8065,Retail,02/28/2023,"115 WEST PENNSYLVANIA AVE
NEW STANTON, PA 15672
(40.216389, -79.608415)"
DELAWARE,GURUDEV DISTRIBUTORS LLC,GURUDEV DISTRIBUTORS LLC,19064,US,23**2482,Retail,02/28/2023,"823 W SPROUL RD
SPRINGFIELD, PA 19064
(39.944192, -75.349171)"
FAYETTE,DOLGENCORP LLC,DOLLAR GENERAL STORE #14032,15478,US,26**7068,Cig/OTP Retail,02/28/2023,"2820 MORGANTOWN RD
SMITHFIELD, PA 15478
(39.819169, -79.781785)"
ERIE,ORIENTAL MINIMART GROCERY LLC,ORIENTAL MINIMART GROCERY LLC,16504,US,25**3176,Retail,02/28/2023,"1218 E 38TH ST
ERIE, PA 16504
(42.112303, -80.03944)"
MONTGOMERY,ELLIOTS VENDING CO INC,JOHN & PETERS,18938-1232,US,46**3444,Vending,02/28/2023,"96 S MAIN ST STE 3
NEW HOPE, PA 18938-1232
(40.36125, -74.950276)"
LEHIGH,HAMSA HOUKA INC,HAMSA HOUKA INC,18042,US,39**8294,OTP Wholesale,02/28/2023,"301 N 9TH ST
ALLENTOWN, PA 18042
(40.693763, -75.221325)"
FAYETTE,DOLGENCORP LLC,DOLLAR GENERAL STORE #7416,15461-2028,US,26**6246,Cig/OTP Retail,02/28/2023,"112 S WASHINGTON ST
MASONTOWN, PA 15461-2028
(39.845127, -79.900912)"
BRADFORD,DANDY MINI MARTS INC,DANDY MINI MART #2,18840-2900,US,70**1002,Cig/OTP Retail,02/28/2023,"501 N KEYSTONE AVE
SOUTH WAVERLY, PA 18840-2900
(41.995125, -76.529819)"
PIKE,DOLGENCORP LLC,DOLLAR GENERAL #17049,18426,US,52**4398,Retail,02/28/2023,"1323 ROUTE 507
GREENTOWN, PA 18426
(41.351915, -75.302431)"
BUCKS,RUHAN LLC,RUHAN LLC,19067,US,09**2066,Cig/OTP Retail,02/28/2023,"111 W BRIDGE ST, STE 3
MORRISVILLE, PA 19067
(40.20693, -74.77783)"
WESTMORELAND,DOLGENCORP LLC,DOLLAR GENERAL STORE #20276,15690,US,65**8812,OTP Retail,02/28/2023,"523 FRANKLIN AVE
VANDERGRIFT, PA 15690
(40.597118, -79.567694)"
ERIE,DOLGENCORP LLC,DOLLAR GENERAL STORE #9327,16505,US,25**6196,Cig/OTP Retail,02/28/2023,"3759 W 12TH ST
ERIE, PA 16505
(42.092064, -80.166484)"
NORTHUMBERLAND,DOLGENCORP LLC,DOLLAR GENERAL STORE 24421,17801-2365,US,49**6001,Cig/OTP Retail,02/28/2023,"408 MARKET ST FRNT
SUNBURY, PA 17801-2365
(40.861086, -76.790722)"
BLAIR,DOLGENCORP LLC,DOLLAR GENERAL #18654,16635,US,07**6917,OTP Retail,02/28/2023,"1146 OLD ROUTE 22
DUNCANSVILLE, PA 16635
(40.420455, -78.455365)"
LAWRENCE,DOLGENCORP LLC,DOLLAR GENERAL STORE #9928,16101-5802,US,37**6218,Cig/OTP Retail,02/28/2023,"1509 MORAVIA ST
NEW CASTLE, PA 16101-5802
(40.983018, -80.350376)"
FAYETTE,DOLGENCORP LLC,DOLLAR GENERAL STORE #10207,15473-1391,US,26**6279,Cig/OTP Retail,02/28/2023,"101 CONSTITUTION ST
PERRYOPOLIS, PA 15473-1391
(40.089794, -79.760792)"
PHILADELPHIA,POLA PETROLEUM LLC,"9451 ACADEMY ROAD, PHILADELPHIA PA",19114,US,51**2223,Cig/OTP Retail,02/28/2023,"9451 ACADEMY ROAD
PHILADELPHIA, PA 19114
(40.067963, -75.008594)"
LYCOMING,ROLES AMUSEMENT COMPANY LP,ROLES AMUSEMENT CO,17756,US,41**2867,Wholesale & Vending,02/28/2023,"892 JOHNBRADY DRIVE
MUNCY, PA 17756
(41.228443, -76.806649)"
