County,Legal Name,Trade Name,Postal Code,Country,Account Code,License Type,Expiration Date,Address & Lat/Long
CUMBERLAND,WEIS MARKETS INC,WEIS MARKETS INC #199,17055-5563,US,70**3155,Cig/OTP Retail,02/28/2023,"2150 BUMBLE BEE HOLLOW RD
MECHANICSBURG, PA 17055-5563
(40.175567, -76.985504)"
WASHINGTON,MAGDA BROTHERS LLC,519 BEER STOP,15330,US,63**1281,Cig/OTP Retail,02/28/2023,"820 ROUTE 519
EIGHTY FOUR, PA 15330
(40.179923, -80.133374)"
PHILADELPHIA,SHUI CHEN,CHOY WONG WONG CHINESE RESTAURANT,19143,US,51**8396,Retail,02/28/2023,"708 S 50TH STREET
PHILADELPHIA, PA 19143
(39.947478, -75.222774)"
COLUMBIA,WEIS MARKETS INC,WEIS MARKETS INC #8,18603-2234,US,70**3006,Cig/OTP Retail,02/28/2023,"1105 CHESTNUT ST
BERWICK, PA 18603-2234
(41.063424, -76.236082)"
LANCASTER,WEIS MARKETS INC,WEIS MARKETS INC #49,17543-2806,US,70**3042,Cig/OTP Retail,02/28/2023,"740 S BROAD ST
LITITZ, PA 17543-2806
(40.141668, -76.304085)"
ALLEGHENY,MARUTI CONVENIENCE LLC,MARUTI CONVENIENCE LLC,15131-1502,US,02**8934,Cig/OTP Retail,02/28/2023,"1100 FAWCETT AVE
WHITE OAK, PA 15131-1502
(40.352496, -79.825416)"
PHILADELPHIA,WALMART STORES EAST LP,WALMART #5891,19137-1019,US,70**8140,Cig/OTP Retail,02/28/2022,"2200 WHEATSHEAF LN
PHILADELPHIA, PA 19137-1019
(39.999903, -75.091738)"
CLINTON,WEIS MARKETS INC,WEIS MARKETS #203,17751,US,70**3102,Cig/OTP Retail,02/28/2023,"6 MILLBROOK PLZ
MILL HALL, PA 17751
(41.117476, -77.477902)"
ALLEGHENY,DOBARIA LLC,MARATHON,15227,US,02**5586,Retail,02/28/2023,"244 PROVOST ROAD
PITTSBURGH, PA 15227
(40.375421, -79.993964)"
LUZERNE,WEIS MARKETS INC,WEIS MARKETS INC #91,18707-1911,US,70**3082,Cig/OTP Retail,02/28/2023,"237 S MOUNTAIN BLVD
MOUNTAIN TOP, PA 18707-1911
(41.145348, -75.899128)"
BEAVER,OM MINIMART LLC,OM MINIMART LLC,15074,US,04**1064,Cig/OTP Retail,02/28/2023,"505 VIRGINIA AVENUE
ROCHESTER, PA 15074
(40.709614, -80.281448)"
ALLEGHENY,CENTER INDEPENDENT OIL STORES LLC,CIO STORES LLC PAINTERS MARA #14,15241-3013,US,02**5832,Cig/OTP Retail,02/28/2023,"PAINTERS RUN MARATHON
PITTSBURGH, PA 15241-3013"
ALLEGHENY,SHREEJI ENTERPRISE LLC,MIKES SPOT,15235-3856,US,02**7016,Cig/OTP Retail,02/28/2023,"815 UNIVERSAL RD
PITTSBURGH, PA 15235-3856
(40.460885, -79.812019)"
DAUPHIN,FUNCK BROTHERS ENTERPRISES INC,FUNCKS MANADA HILL,17112,US,22**8815,Cig/OTP Retail,02/28/2023,"7964 LINGLESTOWN ROAD
HARRISBURG, PA 17112
(40.352195, -76.716456)"
LEBANON,FUNCK BROTHERS ENTERPRISES INC,FUNCKS RESTAURANT,17078,US,38**8814,Cig/OTP Retail,02/28/2023,"664 WEST MAIN STREET
PALMYRA, PA 17078
(40.302831, -76.605691)"
PHILADELPHIA,ASSOCIATED SUPERMARKET INC,ASSOCIATED SUPERMARKET INC,19132,US,51**6134,Retail,02/28/2022,"3120-28 W YORK ST
PHILADELPHIA, PA 19132
(39.99297, -75.1834)"
LACKAWANNA,JAY BRAHMANI MAA STORE LLC,1347 NORTH MAIN AVE SCRANTON PA 185,18508-1856,US,35**9857,Cig/OTP Retail,02/28/2022,"1347 N MAIN AVENUE
SCRANTON, PA 18508-1856
(41.43133, -75.664175)"
BERKS,REDNERS MARKETS INC,REDNERS AREHOUSE MARKET,19606-1201,US,70**1005,Cig/OTP Retail,02/28/2023,"801 CARSONIA AVE
READING, PA 19606-1201
(40.339359, -75.879548)"
LEHIGH,WEIS MARKETS INC,WEIS MARKETS INC #142,18104-2357,US,70**3112,Cig/OTP Retail,02/28/2023,"1500 N CEDAR CREST BLVD
ALLENTOWN, PA 18104-2357
(40.612999, -75.533056)"
PHILADELPHIA,EDWIN GROCERY INC,EDWIN GROCERY INC,19143,US,51**3310,Retail,02/28/2023,"5800 DELANCEY ST.
PHILADELPHIA, PA 19143
(39.955531, -75.238215)"
PHILADELPHIA,JIN DONG,MOON STAR RESTAURANT,19132,US,51**7003,Retail,02/28/2023,"2442 W ALLEGHENY AVE
PHILADELPHIA, PA 19132
(40.003873, -75.170571)"
LEBANON,NTN LLC,BIG MIKE S BEER OUTLET,17042-3137,US,38**6027,Cig/OTP Retail,02/28/2023,"465 W PENN AVE
ANNVILLE, PA 17042-3137
(40.335923, -76.483806)"
PHILADELPHIA,MIREA KIM,"KIM,MIREA C",19123,US,51**9226,Retail,02/28/2023,"333 SPRING GARDEN ST
PHILADELPHIA, PA 19123
(39.961007, -75.14439)"
MONTGOMERY,QUICK STOP PERKASIE LLC,QUICK STOP,18944,US,46**6413,Retail,02/28/2023,"1000 EAST WALNUT STREET
PERKASIE, PA 18944
(40.352423, -75.275754)"
ALLEGHENY,KEYSTONE MINI MART INC,KEYSTONE MINI MART INC,15145,US,02**4564,Retail,02/28/2023,"932 PENN AVENUE
TURTLE CREEK, PA 15145
(40.404414, -79.825161)"
LEBANON,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #00245,17042,US,38**0208,Cig/OTP Retail,02/28/2022,"2 CUMBERLAND ST
LEBANON, PA 17042
(40.340364, -76.412203)"
PHILADELPHIA,3 C ENTERPRISES INC,KELLERS MARKET,19111-2531,US,51**1798,Cig/OTP Retail,02/28/2023,"7964 VERREE RD
PHILA, PA 19111-2531
(40.072357, -75.076473)"
ALLEGHENY,SAVE N GO INCORPORATED,SAVE N GO,15044-9516,US,02**4401,Cig/OTP Retail,02/28/2023,"5610 WILLIAM FLYNN HWY
GIBSONIA, PA 15044-9516
(40.63555, -79.939375)"
PERRY,RAM FOOD MART INC,QUICK MART ONE,17068,US,50**4981,Retail,02/28/2023,"225 WEST MAIN ST
NEW BLOOMFIELD, PA 17068
(40.417597, -77.192749)"
LEHIGH,WEIS MARKETS INC,WEIS MARKETS #386 GAS STATION,18017,US,39**3559,Cig/OTP Retail,02/28/2023,"2425 SCHOENERSVILLE RD
BETHLEHEM, PA 18017
(40.643765, -75.403997)"
CUMBERLAND,WEIS MARKETS INC,WEIS MARKETS #058 GAS STATION,17050,US,21**4207,Cig/OTP Retail,02/28/2023,"5140 SIMPSON FERRY ROAD
MECHANICSBURG, PA 17050
(40.219061, -76.974902)"
CLINTON,PUFF CIGARETTE DISCOUNT STORES INC,PUFF DISCOUNT CIGARETTE INC,17745-1903,US,70**3018,Cig/OTP Retail,02/28/2023,"328 BELLEFONTE AVE
LOCK HAVEN, PA 17745-1903
(41.135083, -77.452493)"
WAYNE,HIGHHOUSE OIL OPERATIONS INC,HIGHHOUSE OIL OPERATIONS INC,18431-1007,US,70**4001,Cig/OTP Retail,02/28/2023,"333 ERIE ST
HONESDALE, PA 18431-1007
(41.563843, -75.252148)"
YORK,SMOKERS OUTLET IV INC,SMOKERS OUTLET IV INC,17331,US,67**7721,Cig/OTP Retail,02/28/2023,"824 YORK STREET
HANOVER, PA 17331
(39.799372, -76.96578)"
ELK,UNITED REFINING CO OF PENNSYLVANIA,UNITED REFINING CO OF PENNSYLVANIA,15857-2829,US,70**5056,Cig/OTP Retail,02/28/2023,"KWIK FILL M133
SAINT MARYS, PA 15857-2829"
MONTGOMERY,WAWA INC.,WAWA FOOD MARKET #8040,19464,US,70**2314,Cig/OTP Retail,02/28/2022,"1500 HIGH STREET
POTTSTOWN, PA 19464
(40.244037, -75.615218)"
PHILADELPHIA,KUN DONG,NEW SHANGHAI RESTAURANT,19134-1656,US,51**0945,Retail,02/28/2023,"115 E ONTARIO ST
PHILADELPHIA, PA 19134-1656
(40.001511, -75.127882)"
PHILADELPHIA,1501 LEHIGH INC,1501 LEHIGH INC,19132,US,51**9691,Cig/OTP Retail,02/28/2023,"1501 WEST LEHIGH AVENUE
PHILADELPHIA, PA 19132
(39.994174, -75.156351)"
DAUPHIN,SHIRONG CHEN,CHENS GROCERY,17104-3006,US,22**8631,Cig/OTP Retail,02/28/2023,"1701 HANOVER ST
HARRISBURG, PA 17104-3006
(40.250087, -76.855189)"
BUCKS,THRIFT DRUG INC,RITE AID #11110,19047-1601,US,70**0409,Cig/OTP Retail,02/28/2022,"96 N FLOWERS MILL RD
LANGHORNE, PA 19047-1601
(40.180029, -74.907517)"
CHESTER,7-ELEVEN INC,A PLUS #40123H,19343,US,15**5212,Cig/OTP Retail,02/28/2023,"1105 N POTTSTOWN PIKE
GLENMOORE, PA 19343
(40.116407, -75.694413)"
LUZERNE,WEIS MARKETS INC,WEIS MARKETS #156,18642,US,70**3121,Cig/OTP Retail,02/28/2023,"70 PHOENIX ST
DURYEA, PA 18642
(41.347601, -75.773352)"
SCHUYLKILL,REDNERS MARKETS INC,REDNERS QUICK SHOPPE #43,17976-2530,US,70**1051,Cig/OTP Retail,02/28/2023,"8 GOLD STAR PLZ
SHENANDOAH, PA 17976-2530
(40.805088, -76.204671)"
DELAWARE,SHREE GANESHAAY INC,SHREE GANESHAAY INC,19018,US,23**6450,Retail,02/28/2023,"500 E.PROVIDENCE RD, STORE 6A
UPPER DARBY, PA 19018
(39.925754, -75.279675)"
ALLEGHENY,THRIFT DRUG INC,RITE AID #10915,15139-1859,US,70**0304,Cig/OTP Retail,02/28/2022,"109 ALLEGHENY RIVER BLVD
OAKMONT, PA 15139-1859
(40.512371, -79.843382)"
PIKE,SC OF PA INC,SMOKERS CHOICE,18336,US,70**8001,Cig/OTP Retail,02/28/2023,"1 ELIZABETH STREET
MATAMORAS, PA 18336
(41.360414, -74.710731)"
LYCOMING,WEIS MARKETS INC,WEIS MARKETS 52 GAS STATION,17701,US,41**9980,Cig/OTP Retail,02/28/2023,"1846 LYCOMING CREEK RD.
WILLIAMSPORT, PA 17701
(41.253518, -77.043562)"
LEHIGH,SHIVRANG LLC,SHIVRANG LLC,18102,US,39**0640,Cig/OTP Retail,02/28/2023,"936 W ALLEN ST
ALLENTOWN, PA 18102
(40.609139, -75.480642)"
DAUPHIN,PUFF N SNUFF INC,PUFF-N-SNUFF 21,17109-3617,US,22**5059,Cig/OTP Retail,02/28/2023,"3401 WALNUT ST
HARRISBURG, PA 17109-3617
(40.285255, -76.841028)"
ALLEGHENY,PARAS ENTERPRISE INC,SHAH SUNOCO,15137-2031,US,02**1731,Cig/OTP Retail,02/28/2023,"903 LINCOLN HWY
NORTH VERSAILLES, PA 15137-2031
(40.37856, -79.804819)"
LEBANON,THOMAS BARTAL,WOMELSDORF ROD & GUN,19567,US,38**3484,Vending,02/28/2023,"217 W FRANKLIN STREET
WOMELSDORF, PA 19567
(40.365325, -76.186886)"
PHILADELPHIA,RONG CHEN,NEW DRAGON STAR CHINESE RESTAURANT,19141,US,51**9616,Retail,02/28/2023,"1128 W LOUDEN STREET
PHILADELPHIA, PA 19141
(40.025587, -75.143319)"
FAYETTE,SCOTTDALE MUSIC LLC,FAIRVIEW CLUB,15425,US,26**2248,Vending,02/28/2023,"285 E FAIRVIEW AVE
CONNELLSVILLE, PA 15425
(40.019384, -79.582673)"
ERIE,UNITED REFINING CO OF PENNSYLVANIA,UNITED REFINING CO OF PENNSYLVANIA,16507-1929,US,70**5141,Cig/OTP Retail,02/28/2023,"M8 KWIK FILL
ERIE, PA 16507-1929"
CENTRE,BALD EAGLE FUEL & TIRE INC,SNAPPYS,16828,US,14**8220,Cig/OTP Retail,02/28/2023,"2892 EARLYSTOWN ROAD
CENTRE HALL, PA 16828
(40.835105, -77.672896)"
ERIE,MACS CONVENIENCE STORES LLC,CIRCLE K 4704218,16508-1601,US,70**8019,Cig/OTP Retail,02/28/2023,"603 W 26TH ST
ERIE, PA 16508-1601
(42.106958, -80.087074)"
CRAWFORD,FAMILY DOLLAR STORES OF PA LLC,FAMILY DOLLAR #30772,16434,US,20**9725,Cig/OTP Retail,02/28/2022,"368 MAIN STREET
SPARTANSBURG, PA 16434
(41.824226, -79.68528)"
WESTMORELAND,JOSEPH PETERS,IRWIN COUNTRY CLUB,15642,US,65**7908,Vending,02/28/2023,"SIMPSON ROAD
NORTH HUNTINGDON, PA 15642"
MONTGOMERY,HARISMRUTI LLC,HARISMRUTI LLC,19403,US,46**4620,OTP Retail,02/28/2023,"2809 EGYPT ROAD
AUDUBON, PA 19403
(40.128314, -75.432692)"
PHILADELPHIA,7-ELEVEN INC,A PLUS #40131H,19128,US,51**5282,Cig/OTP Retail,02/28/2023,"6201 RIDGE AVE
PHILADELPHIA, PA 19128
(40.035823, -75.217601)"
ALLEGHENY,LIBERTY GASOLINE SERVICE LP,LIBERTY GASOLINE SERVICE,15133,US,02**0375,Cig/OTP Retail,02/28/2023,"2615 LIBERTY WAY
MCKEESPORT, PA 15133
(40.328678, -79.856522)"
MONTGOMERY,WEIS MARKETS INC,WEIS MARKETS 233,19401,US,70**3174,Cig/OTP Retail,02/28/2023,"25 N GERMANTOWN PIKE
NORRISTOWN, PA 19401
(40.139487, -75.309335)"
PHILADELPHIA,FU WAH MINI MARKET INC,FU-WAH MINI MARKET INC,19143-3613,US,51**7947,OTP Retail,02/28/2023,"810 S 47TH ST
PHILADELPHIA, PA 19143-3613
(39.94842, -75.216897)"
FAYETTE,SCOTTDALE MUSIC LLC,DEB'S TAVERN,15401,US,26**2248,Vending,02/28/2023,"1383 BROWNFIELD RD
UNIONTOWN, PA 15401
(39.859091, -79.71602)"
MONTGOMERY,AJNS INC,AJNS INC,19007-3113,US,46**5734,Cig/OTP Retail,02/28/2023,"212 COMMERCE CIR
BRISTOL, PA 19007-3113
(40.102218, -74.872263)"
LEHIGH,SHREE HARI FOOD MART LLC,SHREE HARI FOOD MART LLC,18102,US,39**4931,Cig/OTP Retail,02/28/2023,"754 N 7TH STREET
ALLENTOWN, PA 18102
(40.613352, -75.476961)"
ERIE,UNITED REFINING CO OF PENNSYLVANIA,UNITED REFINING CO OF PENNSYLVANIA,16421-0146,US,70**5152,Cig/OTP Retail,02/28/2023,"6707 BUFFALO KWIK FILL M 128
HARBORCREEK, PA 16421-0146"
TIOGA,UNITED REFINING CO OF PENNSYLVANIA,KWIK FILL LM0414,16901,US,59**2608,Cig/OTP Retail,02/28/2023,"105 EAST AVENUE
WELLSBORO, PA 16901
(41.746679, -77.28576)"
PHILADELPHIA,2000 KIMS ENTERPRISES INC,2000 KIMS ENTERPRIESES INC,19151-4121,US,51**0175,Cig/OTP Retail,02/28/2023,"443 N 63RD ST
PHILADELPHIA, PA 19151-4121
(39.970036, -75.245241)"
PHILADELPHIA,RITE AID OF PENNSYLVANIA LLC,RITE AID PHARMACY #03523,19151,US,70**8591,Cig/OTP Retail,02/28/2022,"1105 09 N 63RD ST
PHILADELPHIA, PA 19151
(39.981522, -75.246707)"
UNKNOWN/OUT OF STATE,BIG D VAPOR LLC,CORPORATE,75006-3226,US,99**8452,OTP Wholesale,02/28/2023,"1608 WHITLOCK LANE
CARROLLTON, TX 75006-3226
(32.968672, -96.917666)"
PERRY,FBF GAS & CONVENIENCE LLC,FBF GAS & CONVENIENCE LLC,17074,US,50**3110,Retail,02/28/2023,"6746 VETERANS WAY
NEWPORT, PA 17074
(40.454589, -77.34758)"
DELAWARE,FOLCROFT MARKET LLC,FOLCROFT MARKET LLC,19032-1108,US,23**4912,Retail,02/28/2023,"1544 ELMWOOD AVE
FOLCROFT, PA 19032-1108
(39.899818, -75.278681)"
BERKS,WEIS MARKETS INC,WEIS MARKETS #184,19547-8718,US,70**3132,Cig/OTP Retail,02/28/2023,"61 KINGS PLZ
OLEY, PA 19547-8718
(40.38748, -75.79343)"
CHESTER,RITE AID OF PENNSYLVANIA LLC,RITE AID # 7831,19380-1435,US,70**8688,Cig/OTP Retail,02/28/2022,"1307 PHOENIXVILLE PIKE
WEST CHESTER, PA 19380-1435
(40.009133, -75.590765)"
LANCASTER,HIGHS OF BALTIMORE LLC,HIGH'S #150,17552,US,36**1896,Cig/OTP Retail,02/28/2023,"905 E. MAIN STREET
MOUNT JOY, PA 17552
(40.109672, -76.481116)"
ALLEGHENY,7-ELEVEN INC,A PLUS #40166H,15202,US,02**5164,Cig/OTP Retail,02/28/2023,"4528 OHIO RIVER BLVD
BELLEVUE, PA 15202
(40.492094, -80.061696)"
ALLEGHENY,POPEYES MINI MART LLC,POPEYES MINI MART,15084-2300,US,02**3042,Cig/OTP Retail,02/28/2023,"1510 SAXONBURG BLVD
TARENTUM, PA 15084-2300
(40.653765, -79.839288)"
CENTRE,CLUB 813 INC,CLUB 813 INC,16829,US,14**2679,OTP Retail,02/28/2023,"1171 CLARENCE ROAD
CLEARENCE, PA 16829
(41.053173, -77.947396)"
VENANGO,UNITED REFINING CO OF PENNSYLVANIA,KWIK FILL M209,16038-3324,US,70**5251,Cig/OTP Retail,02/28/2023,"5574 STATE ROUTE 8
HARRISVILLE, PA 16038-3324
(41.197227, -79.97503)"
WASHINGTON,UNITED REFINING CO OF PENNSYLVANIA,UNITED REFINING CO OF PENNSYLVANIA,15419-1163,US,70**5201,Cig/OTP Retail,02/28/2023,"KWIK FILL S12
CALIFORNIA, PA 15419-1163"
MERCER,DAVIC INCORPORATED,GROVE CITY COUNTY MARKET,16127-4447,US,43**8290,Cig/OTP Retail,02/28/2022,"49 PINE GROVE SQ
GROVE CITY, PA 16127-4447
(41.167134, -80.111412)"
LACKAWANNA,RICCARDOS MARKET INC,RICCARDOS MARKET,18510-1236,US,35**1743,Retail,02/28/2023,"1219 WHEELER AVE
DUNMORE, PA 18510-1236
(41.411815, -75.637741)"
LANCASTER,7-ELEVEN INC,A PLUS #40245H,17567,US,36**5249,Cig/OTP Retail,02/28/2023,"1404 N READING RD
REAMSTOWN, PA 17567"
YORK,UNITED REFINING CO OF PENNSYLVANIA,KWIK FILL S167,17406,US,70**5239,Cig/OTP Retail,02/28/2023,"4415 LINCOLN HIGHWAY
YORK, PA 17406
(39.999515, -76.624035)"
BERKS,MOUNTAINVIEW THOROUGHBRED RACING ASSOCIA,HOLLYWOOD CASINO MORGANTOWN,19543,US,06**4788,OTP Vending,02/28/2023,"6021 MORGANTOWN ROAD
MORGANTOWN, PA 19543
(40.163228, -75.890073)"
PHILADELPHIA,VAN DURGA INC.,VAN DURGA INC,19115-4909,US,51**6807,Cig/OTP Retail,02/28/2023,"9000 ROOSEVELT BLVD
PHILADELPHIA, PA 19115-4909
(40.074323, -75.035334)"
PHILADELPHIA,XING ZHENG,NEW CHINA,19104-1208,US,51**7630,Retail,02/28/2023,"2801 N 13TH ST
PHILA, PA 19104-1208
(39.995362, -75.152026)"
LUZERNE,WEIS MARKETS INC,WEIS MARKETS INC #68,18202-1207,US,70**3058,Cig/OTP Retail,02/28/2023,"100 WEIS LN
WEST HAZLETON, PA 18202-1207
(40.965861, -76.003717)"
BERKS,PIPERS NOVELTY LLC,DOUGLASSVILLE,19518,US,06**1153,OTP Retail,02/28/2023,"1 PARK LANE
DOUGLASSVILLE, PA 19518
(40.264748, -75.737325)"
WESTMORELAND,"SIROFCHUCK VENDING, LLC",WN MOOSE,15089,US,65**8017,Vending,02/28/2023,"WATER ST
WEST NEWTON, PA 15089"
UNION,PUFF CIGARETTE DISCOUNT STORES INC,PUFF DISCOUNT CIGARETTE INC,17837-1329,US,70**3007,Cig/OTP Retail,02/28/2023,"42 N DERR DR
LEWISBURG, PA 17837-1329
(40.961612, -76.892234)"
ALLEGHENY,PETES BEER INC,PETES BEER INC,15210,US,02**2610,OTP Retail,02/28/2023,"401 BROWNSVILLE ROAD
PITTSBURGH, PA 15210
(40.413233, -79.988867)"
BEAVER,"MM CS SERVICES, LLC",MM CS SERVICES STORE 628,15010,US,04**4885,Cig/OTP Retail,02/28/2023,"2603 CONSTITUTION BLVD
BEAVER FALLS, PA 15010
(40.773599, -80.375523)"
MONTGOMERY,WEIS MARKETS INC,WEIS MARKETS INC #196,18073-1423,US,70**3083,Cig/OTP Retail,02/28/2023,"498 POTTSTOWN AVE
PENNSBURG, PA 18073-1423
(40.393306, -75.502066)"
ADAMS,WEIS MARKETS INC,WEIS MARKETS #200,17316,US,01**2465,Cig/OTP Retail,02/28/2023,"30 PRIMOSE LN
EAST BERLIN, PA 17316
(39.924915, -76.97929)"
PHILADELPHIA,SUY SEING,GOLDEN PALACE RESTAURANT,19143-1934,US,51**4623,Retail,02/28/2023,"5800 CEDAR AVE
PHILADELPHIA, PA 19143-1934
(39.951959, -75.23893)"
MONROE,RACEWAY MANAGEMENT COMPANY INC,ONVO TRAVEL PLAZA-BLAKESLEE,18610,US,45**5478,OTP Retail,02/28/2023,"100 COMMERCIAL BLVD
BLAKESLEE, PA 18610"
PHILADELPHIA,KWOK CHENG,DOU HEUNG RESTAURANT,19132,US,51**0470,Retail,02/28/2023,"2828 W LEHIGH AVE
PHILADELPHIA, PA 19132
(39.99695, -75.177868)"
BUTLER,FAMILY DOLLAR STORES OF PA LLC,FD,16001-0000,US,10**2284,Cig/OTP Retail,02/28/2022,"100 FREEPORT ROAD
BUTLER TOWNSHIP, PA 16001-0000
(40.844215, -79.880207)"
WESTMORELAND,SPEEDWAY LLC,SPEEDWAY #2930,15601,US,65**7807,OTP Retail,02/28/2022,"101 VILLAGE DRIVE
GREENSBURG, PA 15601
(40.290937, -79.463669)"
BERKS,MOUNTAINVIEW THOROUGHBRED RACING ASSOCIA,HOLLYWOOD CASINO MORGANTOWN,19543,US,06**4787,Vending,02/28/2023,"6021 MORGANTOWN ROAD
MORGANTOWN, PA 19543
(40.163228, -75.890073)"
LEHIGH,WEIS MARKETS INC,WEIS MARKETS 182 GAS STATION,18078,US,39**0392,Cig/OTP Retail,02/28/2023,"5020 ROUTE 873
SCHNECKSVILLE, PA 18078
(40.677147, -75.613977)"
LUZERNE,WEIS MARKETS INC,WEIS MARKETS 91 GAS STATION,18707,US,40**0389,Cig/OTP Retail,02/28/2023,"237 SOUTH MOUNTAIN BLVD
MOUNTAIN TOP, PA 18707
(41.145348, -75.899128)"
ALLEGHENY,SHRAAM CORP.,ELIZABETH BP,15037-1650,US,02**8302,Cig/OTP Retail,02/28/2023,"141 MCKEESPORT RD
ELIZABETH, PA 15037-1650
(40.274502, -79.883582)"
PHILADELPHIA,CHANG LIU,GREAT TASTE,19133,US,51**5771,Retail,02/28/2023,"1004 W LEHIGH AVE
PHILADELPHIA, PA 19133
(39.993129, -75.14817)"
WESTMORELAND,JOSEPH PETERS,PAINTERTOWN VFW,15642,US,65**7908,Vending,02/28/2023,"1010 TRAY ROAD
IRWIN, PA 15642
(40.357197, -79.703812)"
CLARION,JOHN ZANOT,RIVERSTONE LOUNGE,16049,US,16**0807,Vending,02/28/2023,"MAIN STREET
PARKER, PA 16049"
UNION,PUFF CIGARETTE DISCOUNT STORES INC,PUFF #7,17844,US,60**3979,OTP Retail,02/28/2023,"2 FOREST HILL RD
MIFFLINBURG, PA 17844
(40.921074, -77.039082)"
DAUPHIN,FAMILY DOLLAR STORES OF PA LLC,FAMILY DOLLAR #30554,17110-1815,US,22**6652,Cig/OTP Retail,02/28/2022,"2304 NORTH 3RD STREET
HARRISBURG, PA 17110-1815
(40.282803, -76.89749)"
LEHIGH,HAMSA HOUKA INC,HAMSA HOUKA INC,18042,US,39**1712,Cig/OTP Retail,02/28/2022,"301 N 9TH ST
ALLENTOWN, PA 18042
(40.693763, -75.221325)"
SUSQUEHANNA,"MONTROSE CONVENIENCE, INC.",MONTROSE CONVENIENCE INC,18801,US,58**8090,Cig/OTP Retail,02/28/2023,"11046 STATE ROUTE 29
MONTROSE, PA 18801
(41.796986, -75.891409)"
CENTRE,GOBRANDS INC,STATE COLLEGE RELO,16801,US,14**1985,Cig/OTP Retail,02/28/2023,"457 E CALDER WAY
STATE COLLEGE, PA 16801
(40.797822, -77.855812)"
SUSQUEHANNA,LIBERTY TRUCK CENTER INC,ONVO TRAVEL PLAZA - HARFORD,18823,US,58**0741,Cig/OTP Retail,02/28/2023,"EXIT 217 INTERSTATE 81
HARFORD, PA 18823"
YORK,YORK BEVERAGE INC,YORK STREET BEVERAGE,17331-3435,US,67**0427,Cig/OTP Retail,02/28/2023,"891 YORK ST
HANOVER, PA 17331-3435
(39.800187, -76.961385)"
FAYETTE,SCOTTDALE MUSIC LLC,DALE'S PLACE,15479,US,26**2248,Vending,02/28/2023,"127 1ST STREET
SMITHTON, PA 15479
(40.15503, -79.741354)"
CRAWFORD,UNITED REFINING CO OF PENNSYLVANIA,UNITED REFINING CO OF PENNSYLVANIA,16335,US,70**5244,Cig/OTP Retail,02/28/2023,"KWIK FILL M0304
MEADVILLE, PA 16335"
PHILADELPHIA,YUE WU,HAPPY DRAGON CHINESE RESTAURANT,19124,US,51**1237,Retail,02/28/2023,"2105 BRIDGE STREET
PHILADELPHIA, PA 19124
(40.013026, -75.070376)"
MONTGOMERY,ELLIOTS VENDING CO INC,GRUMPYS TAVERN,19605-2230,US,46**3444,Vending,02/28/2022,"1507 ELIZABETH AVE STE 3
LAURELDALE, PA 19605-2230
(40.390034, -75.912616)"
MONTGOMERY,GOBRANDS INC,GOPUFF BRIDGEPORT,19405,US,46**4079,Cig/OTP Retail,02/28/2023,"401 E 4TH ST
BRIDGEPORT, PA 19405
(40.10373, -75.331204)"
PHILADELPHIA,BAO LIU,PANDA RESTAURANT,19143,US,51**7705,Retail,02/28/2023,"5441 BALTIMORE AVE
PHILA, PA 19143
(39.947432, -75.233233)"
LANCASTER,GAURI ENTERPRISES,SUNOCO GAS STATION- LANCASTER,17603,US,36**0811,Cig/OTP Retail,02/28/2023,"1136 HARRISBURG PIKE
LANCASTER, PA 17603
(40.053037, -76.323962)"
MIFFLIN,PUFF N SNUFF INC,PUFF-N-SNUFF 24,17044-1905,US,44**5061,Cig/OTP Retail,02/28/2023,"910 W 4TH ST
LEWISTOWN, PA 17044-1905
(40.590974, -77.595863)"
LUZERNE,RESORT BEVERAGE CO INC,RESORT BEVERAGE CO INC,18372-0143,US,40**3476,Cig/OTP Retail,02/28/2023,"ROUTE 611
TANNERSVILLE, PA 18372-0143"
ADAMS,JOHN ZANOT,JOHN ZANOT,16248-0336,US,01**3021,Cig/OTP Wholesaler,02/28/2023,"258 ACME ST
RIMERSBURG, PA 16248-0336
(41.035941, -79.50169)"
ALLEGHENY,PUJA ENTERPRISES INC,BEER & POP 4 LESS,15108,US,02**0650,Cig/OTP Retail,02/28/2023,"5900 UNIVERISTY BLVD
CORAOPOLIS, PA 15108
(40.521439, -80.217605)"
PHILADELPHIA,XIN CHEN,DRAGON HOUSE,19140,US,51**1503,Retail,02/28/2023,"1001 W ERIE AVE
PHILADELPHIA, PA 19140
(40.008434, -75.144446)"
PHILADELPHIA,FATM CORPORATION,FATM CORP,19144-4305,US,51**4271,Cig/OTP Retail,02/28/2023,"5901 WISSAHICKON AVE
PHILADELPHIA, PA 19144-4305
(40.029568, -75.186318)"
DAUPHIN,WALMART STORES EAST LP,SUPERCENTER 1591,17111-5141,US,70**8003,Cig/OTP Retail,02/28/2022,"6535 GRAYSON RD
HARRISBURG, PA 17111-5141
(40.2626, -76.769933)"
MERCER,SHUBH MART INC,GREENVILLE BEVERAGE,16125,US,43**2297,Cig/OTP Retail,02/28/2023,"40 HADLEY RD
GREENVILLE, PA 16125
(41.411872, -80.362487)"
PHILADELPHIA,5408 PAK INC,SPEEDY BEVERAGE,19128-3730,US,51**2412,Retail,02/28/2023,"5408 RIDGE AVE
PHILA, PA 19128-3730
(40.022122, -75.208991)"
